firm_id,Short Form Origin Match Law Firm Name,Law Firm Full Name,Law Firm Graphics Name,Law360 Index Name,Law360 Surveys Dropdown Name,yoda_id,yoda_guid,yoda_url,Law360 Salesdesk ID,Law Firm Status,Notes,NonUS,NonUS Firm Send Survey,total_attorneys,attorneys_method,surveys_dropdown,ENTITY TYPE
TAF9792,Taft Stettinius,Taft Stettinius & Hollister LLP,Taft,Taft Stettinius,Taft Stettinius,483037,urn:entity:lfm-483037,https://yoda.lexisai.aws.lexis.com/lawfirms/483037,4c52dd60cc956f21c4002602,CURRENT,,,,,,Include,
TAR7074,Tarter Krinsky,Tarter Krinsky & Drogin LLP,Tarter Krinsky,Tarter Krinsky,Tarter Krinsky,396652,urn:entity:lfm-396652,https://yoda.lexisai.aws.lexis.com/lawfirms/396652,512bc40bbda79118980052ff,CURRENT,,,,,,Include,
TAY2477,Taylor English,Taylor English Duma LLP,Taylor English,Taylor English,Taylor English,2826368,urn:entity:lfm-2826368,https://yoda.lexisai.aws.lexis.com/lawfirms/2826368,51eeab10b0b7b6282800b4d9,CURRENT,,,,,,Include,
THO1800,Thompson Hine,Thompson Hine LLP,Thompson Hine,Thompson Hine,Thompson Hine,296518,urn:entity:lfm-296518,https://yoda.lexisai.aws.lexis.com/lawfirms/296518,4c52dd61cc956f21c4002631,CURRENT,,,,,,Include,
THO6642,Thompson Coe,Thompson Coe Cousins & Irons LLP,Thompson Coe,Thompson Coe,Thompson Coe,1301948,urn:entity:lfm-1301948,https://yoda.lexisai.aws.lexis.com/lawfirms/1301948,4c52dd61cc956f21c4002630,CURRENT,,,,,,Include,
THO6712,Thomas J. Henry Injury Attorneys,Thomas J. Henry Injury Attorneys,Thomas J. Henry Injury Attorneys,Thomas J. Henry Injury Attorneys,Thomas J. Henry Injury Attorneys,1309092,urn:entity:lfm-1309092,https://yoda.lexisai.aws.lexis.com/lawfirms/1309092,54ad91d514f5240a4b005727,CURRENT,,,,,,Include,
TON1461,Tonkon Torp,Tonkon Torp LLP,Tonkon Torp,Tonkon Torp,Tonkon Torp,1112805,urn:entity:lfm-1112805,https://yoda.lexisai.aws.lexis.com/lawfirms/1112805,4c52dd61cc956f21c4002657,CURRENT,,,,,,Include,
TRA4715,Traub Lieberman,Traub Lieberman Straus & Shrewsberry LLP,Traub Lieberman,Traub Lieberman,Traub Lieberman,358077,urn:entity:lfm-358077,https://yoda.lexisai.aws.lexis.com/lawfirms/358077,4c52dd61cc956f21c4002660,CURRENT,,,,,,Include,
TRE3212,Trenam Law,Trenam Law,Trenam Law,Trenam Law,Trenam Law,690727,urn:entity:lfm-690727,https://yoda.lexisai.aws.lexis.com/lawfirms/690727,4c52dd61cc956f21c4002664,CURRENT,,,,,,Include,
TRE5045,Tressler LLP,Tressler LLP,Tressler LLP,Tressler LLP,Tressler LLP,103057,urn:entity:lfm-103057,https://yoda.lexisai.aws.lexis.com/lawfirms/103057,4c52dd61cc956f21c4002666,CURRENT,,,,,,Include,
TRO5042,Troutman Pepper,Troutman Pepper,Troutman Pepper,Troutman Pepper,Troutman Pepper,291316,urn:entity:lfm-291316,https://yoda.lexisai.aws.lexis.com/lawfirms/291316,4c52dd61cc956f21c400266f,CURRENT,,,,,,Include,
TUC3474,Tucker Arensberg,Tucker Arensberg PC,Tucker Arensberg,Tucker Arensberg,Tucker Arensberg,1221215,urn:entity:lfm-1221215,https://yoda.lexisai.aws.lexis.com/lawfirms/1221215,4c52dd61cc956f21c4002673,CURRENT,,,,,,Include,
TUC8778,Tucker Ellis,Tucker Ellis LLP,Tucker Ellis,Tucker Ellis,Tucker Ellis,1906971,urn:entity:lfm-1906971,https://yoda.lexisai.aws.lexis.com/lawfirms/1906971,4e049f1d0ae30a66dd000ac4,CURRENT,,,,,,Include,
TYS2813,Tyson & Mendes,Tyson & Mendes,Tyson & Mendes,Tyson & Mendes,Tyson & Mendes,12560237,urn:entity:lfm-12560237,https://yoda.lexisai.aws.lexis.com/lawfirms/12560237,51f02ab69e21c97b8e0018a9,CURRENT,,,,,,Include,
ULM6933,Ulmer & Berne,Ulmer & Berne LLP,Ulmer & Berne,Ulmer & Berne,Ulmer & Berne,1112493,urn:entity:lfm-1112493,https://yoda.lexisai.aws.lexis.com/lawfirms/1112493,4c52dd61cc956f21c4002683,CURRENT,,,,,,Include,
VAN6642,Van Ness Feldman,Van Ness Feldman,Van Ness Feldman,Van Ness Feldman,Van Ness Feldman,315769,urn:entity:lfm-315769,https://yoda.lexisai.aws.lexis.com/lawfirms/315769,4c52dd61cc956f21c4002696,CURRENT,,,,,,Include,
VAR8052,Varnum,Varnum LLP,Varnum,Varnum LLP,Varnum LLP,600583,urn:entity:lfm-600583,https://yoda.lexisai.aws.lexis.com/lawfirms/600583,4c52dd61cc956f21c40026a1,CURRENT,,,,,,Include,
VED5333,Vedder Price,Vedder Price PC,Vedder Price,Vedder Price,Vedder Price,428409,urn:entity:lfm-428409,https://yoda.lexisai.aws.lexis.com/lawfirms/428409,4c52dd61cc956f21c40026a4,CURRENT,,,,,,Include,
VEN9219,Venable,Venable LLP,Venable,Venable LLP,Venable LLP,315857,urn:entity:lfm-315857,https://yoda.lexisai.aws.lexis.com/lawfirms/315857,4c52dd61cc956f21c40026a7,CURRENT,,,,,,Include,
VER2536,Vernis & Bowling,Vernis & Bowling,Vernis & Bowling,Vernis & Bowling,Vernis & Bowling,647622,urn:entity:lfm-647622,https://yoda.lexisai.aws.lexis.com/lawfirms/647622,4c52dd61cc956f21c40026ac,CURRENT,,,,,,Include,
VER5272,Verrill Dana,Verrill Dana LLP,Verrill Dana,Verrill Dana,Verrill Dana,316278,urn:entity:lfm-316278,https://yoda.lexisai.aws.lexis.com/lawfirms/316278,4c52dd61cc956f21c40026ad,CURRENT,,,,,,Include,
VIN6290,Vinson & Elkins,Vinson & Elkins LLP,Vinson & Elkins,Vinson & Elkins,Vinson & Elkins,316302,urn:entity:lfm-316302,https://yoda.lexisai.aws.lexis.com/lawfirms/316302,4c52dd61cc956f21c40026b5,CURRENT,,,,,,Include,
VON1597,von Briesen,von Briesen & Roper SC,von Briesen,von Briesen & Roper,von Briesen & Roper,1440490,urn:entity:lfm-1440490,https://yoda.lexisai.aws.lexis.com/lawfirms/1440490,4c52dd61cc956f21c40026be,CURRENT,,,,,,Include,
VOR5310,Vorys Sater,Vorys Sater Seymour and Pease LLP,Vorys,Vorys Sater,Vorys Sater,316433,urn:entity:lfm-316433,https://yoda.lexisai.aws.lexis.com/lawfirms/316433,4c52dd61cc956f21c40026bf,CURRENT,,,,,,Include,
WAC3922,Wachtell Lipton,Wachtell Lipton Rosen & Katz,Wachtell,Wachtell Lipton,Wachtell Lipton,428634,urn:entity:lfm-428634,https://yoda.lexisai.aws.lexis.com/lawfirms/428634,4c52dd61cc956f21c40026c1,CURRENT,,,,,,Include,
WAL1545,Waller Lansden,Waller Lansden Dortch & Davis LLP,Waller Lansden,Waller Lansden,Waller Lansden,1113618,urn:entity:lfm-1113618,https://yoda.lexisai.aws.lexis.com/lawfirms/1113618,4c52dd61cc956f21c40026d9,CURRENT,,,,,,Include,
WAL2160,WFBM LLP,Walsworth-WFBM LLP,Walsworth,WFBM LLP,WFBM LLP,152621,urn:entity:lfm-152621,https://yoda.lexisai.aws.lexis.com/lawfirms/152621,4c52dd61cc956f21c40026e0,CURRENT,,,,,,Include,
WAL2484,Walter Haverfield,Walter Haverfield LLP,Walter Haverfield,Walter Haverfield,Walter Haverfield,1112470,urn:entity:lfm-1112470,https://yoda.lexisai.aws.lexis.com/lawfirms/1112470,4c52dd61cc956f21c40026e1,CURRENT,,,,,,Include,
WAR9020,Ward & Smith Law Firm,,,Ward and Smith,Ward and Smith,1125868,urn:entity:lfm-1125868,https://yoda.lexisai.aws.lexis.com/lawfirms/1125868,,CURRENT,,,,,,Include,
WAR9563,Warner Norcross,Warner Norcross & Judd LLP,Warner Norcross,Warner Norcross,Warner Norcross,602235,urn:entity:lfm-602235,https://yoda.lexisai.aws.lexis.com/lawfirms/602235,4c52dd61cc956f21c40026f1,CURRENT,,,,,,Include,
WEB9051,Weber Gallagher,Weber Gallagher Simpson Stapleton Fires & Newby LLP,Weber Gallagher,Weber Gallagher,Weber Gallagher,890495,urn:entity:lfm-890495,https://yoda.lexisai.aws.lexis.com/lawfirms/890495,4c52dd61cc956f21c400270f,CURRENT,,,,,,Include,
WEI2027,Weil Gotshal,Weil Gotshal & Manges LLP,Weil,Weil Gotshal,Weil Gotshal,139372,urn:entity:lfm-139372,https://yoda.lexisai.aws.lexis.com/lawfirms/139372,4c52dd61cc956f21c4002714,CURRENT,,,,,,Include,
WEI4537,Weitz & Luxenberg,Weitz & Luxenberg PC,Weitz & Luxenberg,Weitz & Luxenberg,Weitz & Luxenberg,383160,urn:entity:lfm-383160,https://yoda.lexisai.aws.lexis.com/lawfirms/383160,4c52dd61cc956f21c4002727,CURRENT,,,,,,Include,
WEI5245,Weintraub Tobin,Weintraub Tobin Chediak Coleman Grodin Law Corp.,Weintraub Tobin,Weintraub Tobin,Weintraub Tobin,204610,urn:entity:lfm-204610,https://yoda.lexisai.aws.lexis.com/lawfirms/204610,4c52dd61cc956f21c400271d,CURRENT,,,,,,Include,
WEI5550,Weinberg Wheeler,Weinberg Wheeler Hudgins Gunn & Dial LLC,Weinberg Wheeler,Weinberg Wheeler,Weinberg Wheeler,717659,urn:entity:lfm-717659,https://yoda.lexisai.aws.lexis.com/lawfirms/717659,4c52dd61cc956f21c4002716,CURRENT,,,,,,Include,
WEL3784,Weltman Weinberg,Weltman Weinberg & Reis Co. LPA,Weltman Weinberg,Weltman Weinberg,Weltman Weinberg,614696,urn:entity:lfm-614696,https://yoda.lexisai.aws.lexis.com/lawfirms/614696,4c52dd61cc956f21c4002734,CURRENT,,,,,,Include,
WHE9184,Wheeler Trigg,Wheeler Trigg O'Donnell LLP,Wheeler Trigg,Wheeler Trigg,Wheeler Trigg,248043,urn:entity:lfm-248043,https://yoda.lexisai.aws.lexis.com/lawfirms/248043,4c52dd61cc956f21c4002746,CURRENT,,,,,,Include,
WHI2634,White and Williams,White and Williams LLP,White and Williams,White and Williams,White and Williams,286792,urn:entity:lfm-286792,https://yoda.lexisai.aws.lexis.com/lawfirms/286792,4c52dd61cc956f21c400274f,CURRENT,,,,,,Include,
WHI4236,Whiteford Taylor,Whiteford Taylor & Preston LLP,Whiteford Taylor,Whiteford Taylor,Whiteford Taylor,317186,urn:entity:lfm-317186,https://yoda.lexisai.aws.lexis.com/lawfirms/317186,4c52dd61cc956f21c4002754,CURRENT,,,,,,Include,
WHI8202,White & Case,White & Case LLP,White & Case,White & Case,White & Case,106205,urn:entity:lfm-106205,https://yoda.lexisai.aws.lexis.com/lawfirms/106205,4c52dd61cc956f21c400274b,CURRENT,,,,,,Include,
WIC9785,Wicker Smith,Wicker Smith,Wicker Smith,Wicker Smith,Wicker Smith,652588,urn:entity:lfm-652588,https://yoda.lexisai.aws.lexis.com/lawfirms/652588,4c52dd61cc956f21c4002760,CURRENT,,,,,,Include,
WIE3222,Wiedner & McAuliffe,Wiedner & McAuliffe Ltd.,Wiedner & McAuliffe,Wiedner & McAuliffe,Wiedner & McAuliffe,778544,urn:entity:lfm-778544,https://yoda.lexisai.aws.lexis.com/lawfirms/778544,4c52dd61cc956f21c4002762,CURRENT,,,,,,Include,
WIG7775,Wiggin and Dana,Wiggin and Dana LLP,Wiggin and Dana,Wiggin and Dana,Wiggin and Dana,274071,urn:entity:lfm-274071,https://yoda.lexisai.aws.lexis.com/lawfirms/274071,4c52dd61cc956f21c4002765,CURRENT,,,,,,Include,
WIL1765,Williams Mullen,Williams Mullen,Williams Mullen,Williams Mullen,Williams Mullen,291783,urn:entity:lfm-291783,https://yoda.lexisai.aws.lexis.com/lawfirms/291783,4c52dd61cc956f21c4002781,CURRENT,,,,,,Include,
WIL4046,Wilentz Goldman,Wilentz Goldman & Spitzer PA,Wilentz,Wilentz Goldman,Wilentz Goldman,425568,urn:entity:lfm-425568,https://yoda.lexisai.aws.lexis.com/lawfirms/425568,4c52dd61cc956f21c400276a,CURRENT,,,,,,Include,
WIL6949,WilmerHale,WilmerHale,WilmerHale,WilmerHale,WilmerHale,318072,urn:entity:lfm-318072,https://yoda.lexisai.aws.lexis.com/lawfirms/318072,4c52dd61cc956f21c4002791,CURRENT,,,,,,Include,
WIL7425,Wiley Rein,Wiley Rein LLP,Wiley,Wiley Rein,Wiley Rein,317373,urn:entity:lfm-317373,https://yoda.lexisai.aws.lexis.com/lawfirms/317373,4c52dd61cc956f21c400276c,CURRENT,,,,,,Include,
WIL7426,Williams & Connolly,Williams & Connolly LLP,Williams & Connolly,Williams & Connolly,Williams & Connolly,317714,urn:entity:lfm-317714,https://yoda.lexisai.aws.lexis.com/lawfirms/317714,4c52dd61cc956f21c4002778,CURRENT,,,,,,Include,
WIL7700,Wilson Elser,Wilson Elser Moskowitz Edelman & Dicker LLP,Wilson Elser,Wilson Elser,Wilson Elser,116144,urn:entity:lfm-116144,https://yoda.lexisai.aws.lexis.com/lawfirms/116144,4c52dd61cc956f21c4002793,CURRENT,,,,,,Include,
WIL9164,Wilson Sonsini,Wilson Sonsini Goodrich & Rosati PC,Wilson Sonsini,Wilson Sonsini,Wilson Sonsini,157753,urn:entity:lfm-157753,https://yoda.lexisai.aws.lexis.com/lawfirms/157753,4c52dd61cc956f21c4002797,CURRENT,,,,,,Include,
WIL9388,Wilson Turner,Wilson Turner Kosmo LLP,Wilson Turner,Wilson Turner,Wilson Turner,179834,urn:entity:lfm-179834,https://yoda.lexisai.aws.lexis.com/lawfirms/179834,,CURRENT,,,,,,Include,
WIL9392,Willkie Farr,Willkie Farr & Gallagher LLP,Willkie,Willkie Farr,Willkie Farr,317975,urn:entity:lfm-317975,https://yoda.lexisai.aws.lexis.com/lawfirms/317975,4c52dd61cc956f21c400278e,CURRENT,,,,,,Include,
WIN3203,Windels Marx,Windels Marx,Windels Marx,Windels Marx,Windels Marx,282103,urn:entity:lfm-282103,https://yoda.lexisai.aws.lexis.com/lawfirms/282103,4c52dd62cc956f21c400279e,CURRENT,,,,,,Include,
WIN6654,Winthrop & Weinstine,Winthrop & Weinstine,Winthrop & Weinstine,Winthrop & Weinstine,Winthrop & Weinstine,622777,urn:entity:lfm-622777,https://yoda.lexisai.aws.lexis.com/lawfirms/622777,4ffefe5d381c3e3a36007353,CURRENT,,,,,,Include,
WIN6821,Winstead,Winstead PC,Winstead,Winstead PC,Winstead PC,1016734,urn:entity:lfm-1016734,https://yoda.lexisai.aws.lexis.com/lawfirms/1016734,4c52dd62cc956f21c40027a5,CURRENT,,,,,,Include,
WIN8608,Winston & Strawn,Winston & Strawn LLP,Winston & Strawn,Winston & Strawn,Winston & Strawn,101644,urn:entity:lfm-101644,https://yoda.lexisai.aws.lexis.com/lawfirms/101644,4c52dd62cc956f21c40027a7,CURRENT,,,,,,Include,
WOL9333,Wolf Greenfield,Wolf Greenfield & Sacks PC,Wolf Greenfield,Wolf Greenfield,Wolf Greenfield,555606,urn:entity:lfm-555606,https://yoda.lexisai.aws.lexis.com/lawfirms/555606,4c52dd62cc956f21c40027b3,CURRENT,,,,,,Include,
WOM8006,Womble Bond,Womble Bond Dickinson,Womble Bond,Womble Bond Dickinson,Womble Bond Dickinson,294321,urn:entity:lfm-294321,https://yoda.lexisai.aws.lexis.com/lawfirms/294321,4c52dd62cc956f21c40027c2,CURRENT,,,,,,Include,
WOO5611,Wood Smith,Wood Smith Henning & Berman LLP,Wood Smith,Wood Smith,Wood Smith,75012,urn:entity:lfm-75012,https://yoda.lexisai.aws.lexis.com/lawfirms/75012,4c52dd62cc956f21c40027c8,CURRENT,,,,,,Include,
WOO5905,Woods Rogers,Woods Rogers PLC,,Woods Rogers,Woods Rogers,1114675,urn:entity:lfm-1114675,https://yoda.lexisai.aws.lexis.com/lawfirms/1114675,4c52dd62cc956f21c40027d3,NOT CURRENT,renamed Woods Rogers Vandeventer Black after merger with Vandeventer Black July 2022,,,,,Include,
WOO9889,Woods Oviatt,Woods Oviatt Gilman LLP,Woods Oviatt,Woods Oviatt,Woods Oviatt,464486,urn:entity:lfm-464486,https://yoda.lexisai.aws.lexis.com/lawfirms/464486,4c52dd62cc956f21c40027d2,CURRENT,,,,,,Include,
WYA3604,Wyatt Tarrant,Wyatt Tarrant & Combs LLP,Wyatt Tarrant,Wyatt Tarrant,Wyatt Tarrant,484068,urn:entity:lfm-484068,https://yoda.lexisai.aws.lexis.com/lawfirms/484068,4c52dd62cc956f21c40027e4,CURRENT,,,,,,Include,
WYR1851,Wyrick Robbins,Wyrick Robbins Yates & Ponton LLP,,Wyrick Robbins,Wyrick Robbins,1131073,urn:entity:lfm-1131073,https://yoda.lexisai.aws.lexis.com/lawfirms/1131073,4c52dd62cc956f21c40027e6,CURRENT,,,,,,Include,
YOU1231,Young Conaway,Young Conaway Stargatt & Taylor LLP,Young Conaway,Young Conaway,Young Conaway,285685,urn:entity:lfm-285685,https://yoda.lexisai.aws.lexis.com/lawfirms/285685,4c52dd62cc956f21c40027f4,CURRENT,,,,,,Include,
ZAU7003,Zausmer PC,Zausmer PC,Zausmer,Zausmer PC,Zausmer PC,596477,urn:entity:lfm-596477,https://yoda.lexisai.aws.lexis.com/lawfirms/596477,,CURRENT,,,,,,Include,
ZEL6271,Zelle LLP,Zelle LLP,Zelle LLP,Zelle LLP,Zelle LLP,103579,urn:entity:lfm-103579,https://yoda.lexisai.aws.lexis.com/lawfirms/103579,4c52dd62cc956f21c4002805,CURRENT,,,,,,Include,
ZUB4509,Zuber Lawler,Zuber Lawler & Del Duca LLP,Zuber Lawler,Zuber Lawler,Zuber Lawler,1923021,urn:entity:lfm-1923021,https://yoda.lexisai.aws.lexis.com/lawfirms/1923021,,CURRENT,,,,,,Include,
ZUC5960,Zuckerman Spaeder,Zuckerman Spaeder LLP,Zuckerman Spaeder,Zuckerman Spaeder,Zuckerman Spaeder,288201,urn:entity:lfm-288201,https://yoda.lexisai.aws.lexis.com/lawfirms/288201,4c52dd62cc956f21c4002811,CURRENT,,,,,,Include,
ZWI7124,ZwillGen,ZwillGen PLLC,ZwillGen,ZwillGen PLLC,ZwillGen PLLC,156572341,urn:entity:lfm-156572341,https://yoda.lexisai.aws.lexis.com/lawfirms/156572341,,CURRENT,,,,,,Include,
BRI4627,Briggs and Morgan,Briggs and Morgan,Briggs and Morgan,Briggs & Morgan,Briggs & Morgan,,,,4c52dd57cc956f21c40016c8,NOT CURRENT,(Briggs and Morgan PA was absorbed by Taft as of January 2020 and no longer exists),,,,,,
AGR4142,Agruss Law Firm,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
ATL7836,Atlas Consumer Law,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
COH6502,Cohen & Mizrahi,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
COL7803,Law Office of Cade R Cole,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
DSC9887,D Scott Carruthers,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
FAR8066,Farnan,Farnan LLP,Farnan,Farnan LLP,Farnan LLP,,,,,CURRENT,Adds from Lex/Intelligize,,,,,Include,
FIE8637,Fields Law Firm,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
GRA3147,Graubard Miller,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
HUG8590,Hughes Socol,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
HUN7011,Hunter Taubman Fischer & Li LLC,Hunter Taubman Fischer & Li LLC,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
JUN6399,Juneau David,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
LOE1684,Loevy & Loevy,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
MAN8091,Manning Law APC,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
SAN7462,Sanders Barshay,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
SCH2063,Schuckit & Associates,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
SOC9955,So Cal Equal Access Group,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
STE5433,Stein Saks,,,,,,,,,CURRENT,Adds from Lex/Intelligize,,,,,,
BAR3169,Barnea Jaffa,,,,,300732405,urn:entity:lfm-300732405,https://yoda.lexisai.aws.lexis.com/lawfirms/300732405,5c9b85b07877294216ac51d0,CURRENT,Barnea Jaffa Lande - israel law firm - not in Yoda,YES,,,,,
RIC1159,Richards Kibbe,,Richards Kibbe,,,290544,urn:entity:lfm-290544,https://yoda.lexisai.aws.lexis.com/lawfirms/290544,,NOT CURRENT,"Became Kibbe & Orbe in 2020, merged with Crowell & Moring in 2021",,,,,,
MAT6567,Mattos Filho,,Mattos Filho,,,951531,urn:entity:lfm-951531,https://yoda.lexisai.aws.lexis.com/lawfirms/951531,,CURRENT,Brazilian Firm,YES,NO,,,,
BLA9488,Blake Cassels,Blake Cassels & Graydon LLP,,Blake Cassels,Blake Cassels,955584,urn:entity:lfm-955584,https://yoda.lexisai.aws.lexis.com/lawfirms/955584,4c52dd57cc956f21c4001646,CURRENT,Canadian Firm,YES,NO,,,,
MCC5985,McCarthy Tetrault,,,,,976327,urn:entity:lfm-976327,https://yoda.lexisai.aws.lexis.com/lawfirms/976327,4c52dd5dcc956f21c400206b,CURRENT,Canadian Firm,YES,NO,,,,
TOR8439,Torkin Manes,,Torkin Manes,Torkin Manes,Torkin Manes,1096056,urn:entity:lfm-1096056,https://yoda.lexisai.aws.lexis.com/lawfirms/1096056,5328cfe30cd83d4491004033,CURRENT,Canadian Firm,YES,NO,,,,
STI9829,Stikeman Elliott,Stikeman Elliott LLP,Stikeman Elliott,Stikeman Elliott,Stikeman Elliott,439755,urn:entity:lfm-439755,https://yoda.lexisai.aws.lexis.com/lawfirms/439755,4c52dd60cc956f21c40025a0,CURRENT,Canadian Firm ,YES,NO,,,,
OSL3973,Osler Hoskin,Osler Hoskin & Harcourt LLP,Osler Hoskin,Osler Hoskin,Osler Hoskin,457210,urn:entity:lfm-457210,https://yoda.lexisai.aws.lexis.com/lawfirms/457210,,,Canadian Firm ,YES,NO,,,,
CAR4390,Carroll Burdick,,Carroll Burdick,,,105079,urn:entity:lfm-105079,https://yoda.lexisai.aws.lexis.com/lawfirms/105079,4c52dd57cc956f21c4001790,NOT CURRENT,Carroll Burdick is now art of Squire Patton Boggs. Smith Partners PLLP is a firm in Minnepolis (Squire does not have an office there.) Smith & Partners is a headhunting agency. ,,,,,,
BIN3085,Bingham McCutchen,,Bingham,,,,,,,NOT CURRENT,"Ceased operations, most attorneys joined Morgan Lewis",,,,,,
WIL7221,Wilkinson Stekloff,Wilkinson Stekloff,Wilkinson Stekloff,Wilkinson Stekloff,Wilkinson Stekloff,300732264,urn:entity:lfm-300732264,https://yoda.lexisai.aws.lexis.com/lawfirms/300732264,,CURRENT,changed name from Wilkinson Walsh when name partner left ,,,,,Include,
BUR1985,Burleson LLP,,,,,,,,,NOT CURRENT,Closed,,,,,,
KEN1601,Kenyon & Kenyon,,,,,,,,,NOT CURRENT,Combined with Andrews Kurth,,,,,,
OBE2254,Ober Kaler,,,,,,,,,NOT CURRENT,Combined with Baker Donelson,,,,,,
DIC4541,Dickstein Shapiro,,Dickstein Shapiro,,,,,,,NOT CURRENT,Combined with Blank Rome,,,,,,
MCN8192,McNair Law Firm,,,,,,,,,NOT CURRENT,Combined with Burr Forman ,,,,,,
HIS8240,Hiscock & Barclay,,,,,,,,,NOT CURRENT,Combined with Damon Moray now Barclay Damon,,,,,,
MCK8459,McKenna Long,,McKenna Long,,,,,,,NOT CURRENT,Combined with Dentons,,,,,,
COX3369,Cox Smith,,,,,,,,,NOT CURRENT,Combined with Dykema,,,,,,
GAR1474,Garvey Schubert,,,,,,,,,NOT CURRENT,Combined with Foster Pepper ,,,,,,
SMI1620,Smith Moore Leatherwood,,,,,,,,,NOT CURRENT,Combined with Fox Rothschild,,,,,,
WHY5780,Whyte Hirschboeck,,,,,,,,,NOT CURRENT,Combined with Husch Blackwell,,,,,,
CAR5022,Carroll McNulty,,,,,,,,,NOT CURRENT,Combined with Kennedys,,,,,,
EDW5206,Edwards Wildman,,,,,,,,,NOT CURRENT,Combined with Locke Lord,,,,,,
CHA8789,Chadbourne & Parke,,Chadbourne,,,,,,,NOT CURRENT,Combined with Norton Rose Fulbright,,,,,,
Nov8903,Novak Druce,,,,,,,,,NOT CURRENT,Combined with Polsinelli ,,,,,,
ARN6860,Arnstein & Lehr,,,,,,,,,NOT CURRENT,Combined with Saul Ewing,,,,,,
FIT2206,Fitzpatrick Cella,,Fitzpatrick Cella,,,,,,,NOT CURRENT,Combined with Venable,,,,,,
GIR5394,Girardi Keese,,,,,,,,,NOT CURRENT,Dissolved in 2021,,,,,,
DAV4251,Davis Brown,Dentons Davis Brown,Davis Brown,Dentons,Dentons,239417,urn:entity:lfm-239417,https://yoda.lexisai.aws.lexis.com/lawfirms/239417,,NOT CURRENT,"Firm has merged with Dentons US as of March 29, 2021",,,,,,
FID2571,Fiddler Gonzalez,,,,,1260328,urn:entity:lfm-1260328,https://yoda.lexisai.aws.lexis.com/lawfirms/1260328,50058f2f0f5f5f369b00f09d,CURRENT,hi-ascii chars in firm name could be causing problems,,,,,,
KIN8566,King & Wood Mallesons,King & Wood Mallesons LLP,,King & Wood Mallesons,King & Wood Mallesons,300764838,urn:entity:lfm-300764838,https://yoda.lexisai.aws.lexis.com/lawfirms/300764838,500ee0940f5f5f336700017c,CURRENT,Hong Kong/International Firm,YES,NO,,,,
HUI8921,Hui Ye Law Firm,,,,,300732417,urn:entity:lfm-300732417,https://yoda.lexisai.aws.lexis.com/lawfirms/300732417,5a3c01a7912755056c01cfac,CURRENT,http://www.huiyelaw.com/,YES,NO,,,,
MCN1383,McNeill Baur,,,,,300732392,urn:entity:lfm-300732392,https://yoda.lexisai.aws.lexis.com/lawfirms/300732392,,CURRENT,http://www.mcneillbaur.com/,,,,,,
FIN5553,Finkelstein Blankinship,,,,,300732409,urn:entity:lfm-300732409,https://yoda.lexisai.aws.lexis.com/lawfirms/300732409,56b4b4ea24df9e56630441b9,CURRENT,https://4classaction.com/ Can't find in yoda(but lots of things it could be) ,,,,,,
DTO5127,DTO Law,,,,,300732408,urn:entity:lfm-300732408,https://yoda.lexisai.aws.lexis.com/lawfirms/300732408,,CURRENT,https://dtolaw.com/ can't tell if some earlier variation is in yoda,,,,,,
GIL9757,Gilson Daub,,,,,300732379,urn:entity:lfm-300732379,https://yoda.lexisai.aws.lexis.com/lawfirms/300732379,,CURRENT,https://gilsondaub.com/ - can't find in yoda,,,,,,
HEN4658,Henry Hyams,,,,,300732395,urn:entity:lfm-300732395,https://yoda.lexisai.aws.lexis.com/lawfirms/300732395,54e3b1ef14f5242dff0000c8,CURRENT,https://henryhyams.com/,,,,,,
RAD7643,Radcliffe Chambers,,,,,300732393,urn:entity:lfm-300732393,https://yoda.lexisai.aws.lexis.com/lawfirms/300732393,5913375f533bff2f220016d1,CURRENT,https://radcliffechambers.com/,,,,,,
ROU3144,Rouse Frets,,,,,832990,urn:entity:lfm-832990,https://yoda.lexisai.aws.lexis.com/lawfirms/832990,4c52dd61cc956f21c4002752,CURRENT,https://rousepc.com/,,,,,,
VAN7520,Van Diepen,,,,,300732402,urn:entity:lfm-300732402,https://yoda.lexisai.aws.lexis.com/lawfirms/300732402,58d2a664f5dd613f4208a8b9,CURRENT,https://vandiepen.com/en/location/amsterdam/,,,,,,
